Annotation,Gene length,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names,Croco_%ID_x,Croco_%ID_y,Croco_%ID,FOX probability,Prob_per_len
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4806,1384,alr4806,D4P2J8,WP_010998936,2.0,10.0,5.0,5.0,91.6275,Serine hydroxymethyltransferase,80.796,80.796,80.796,0.189837896,0.0001371661098265896
alr4484,826,alr4484,Q8YNS7,WP_010998617,,,,,,Alr4484 protein,,,,0.14942688425,0.00018090421822033898
all2080,514,all2080,Q8YVA1,WP_010996238,1.0,7.0,2.0,5.0,93.06575,All2080 protein,0.0,0.0,0.0,0.040817454249999996,7.941138959143968e-05
all2013,820,all2013,Q8YVG5,WP_010996174,,,,,,All2013 protein,,,,0.141153707,0.00017213866707317072
alr4787,1633,alr4787,Q8YMY7,WP_010998917,,,,,,gluconokinase (EC 2.7.1.12),,,,0.20650166199999997,0.00012645539620330677
asr1953,361,asr1953,Q8YVM2,WP_010996117,2.0,7.0,2.0,5.0,93.89525,Small ribosomal subunit protein bS16 (30S ribosomal protein S16),0.0,0.0,0.0,0.11747847924999999,0.0003254251502770083
alr3077,724,alr3077,Q8YSK8,WP_010997228,,,,,,Alr3077 protein,,,,0.18680502975000002,0.0002580179968922652
alr3413,523,alr3413,Q8YRN1,WP_010997563,,,,,,Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5),,,,0.09108468575,0.00017415809894837477
asr1775,367,asr1775,Q8YW41,WP_010995943,,,,,,Asr1775 protein,,,,0.10523339425,0.0002867394938692098
asl2061,379,asl2061,Q8YVB7,WP_010996222,0.0,5.0,0.0,5.0,91.30425,Asl2061 protein,0.0,0.0,0.0,0.145783393,0.00038465275197889184
alr4447,1048,alr4447,Q8YNW4,WP_010998580,,,,,,Alr4447 protein,,,,0.19054268749999997,0.00018181554150763357
alr4852,742,alr4852,Q8YMS7,WP_010998980,,,,,,Alr4852 protein,,,,0.180349005,0.00024305795822102426
alr3980,631,alr3980,Q8YQ55,WP_010998121,,,,,,Alr3980 protein,,,,0.20946807525,0.00033196208438985734
all4208,529,all4208,Q8YPI6,WP_010998346,3.0,10.0,5.0,5.0,96.28025,Large ribosomal subunit protein uL16 (50S ribosomal protein L16),84.559,84.559,84.559,0.18299505600000002,0.000345926381852552
all5241,973,all5241,Q8YLQ5,WP_010999365,,,,,,All5241 protein,,,,0.216966555,0.00022298720966084276
alr2463,1336,alr2463,Q8YU91,WP_010996619,,,,,,Alr2463 protein,,,,0.18311793924999997,0.00013706432578592813
all5250,1186,all5250,Q8YLP6,WP_010999374,,,,,,RuBisCO accumulation factor 1,,,,0.174116713,0.000146810044688027
alr4700,676,alr4700,Q8YN70,WP_010998831,0.0,5.0,0.0,5.0,87.316,Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT),0.0,0.0,0.0,0.18803423125000002,0.00027815714681952666
all1601,1294,all1601,P46015,WP_010995770,3.0,10.0,5.0,5.0,91.94625,Uncharacterized protein all1601,82.62,82.62,82.62,0.122616715,9.47578941267388e-05
all2847,1213,all2847,Q8YT79,WP_010996998,,,,,,Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase),,,,0.18093685774999999,0.00014916476319043692
all1090,1537,all1090,Q8YXW7,WP_010995264,,,,,,All1090 protein,,,,0.15319309975,9.967020152895252e-05
asl2714,292,asl2714,Q8YTK3,WP_010996867,,,,,,Asl2714 protein,,,,0.24721004900000002,0.0008466097568493151
asl5325,298,asl5325,Q8YLH3,WP_010999449,,,,,,Asl5325 protein,,,,0.260442805,0.000873969144295302
all4203,649,all4203,Q8YPJ1,WP_010998341,3.0,10.0,5.0,5.0,94.368,Large ribosomal subunit protein uL5 (50S ribosomal protein L5),81.667,81.667,81.667,0.193761238,0.00029855352542372884
alr1900,1585,alr1900,Q8YVS4,WP_044521120,,,,,,Phosphoglucosamine mutase (EC 5.4.2.10),,,,0.17097307775000004,0.00010786944968454261
all3953,1114,all3953,Q8YQ82,WP_010998094,4.0,5.0,0.0,5.0,94.0425,Probable RuBisCO transcriptional regulator,0.0,0.0,0.0,0.15906765725,0.00014278963846499102
all2951,1654,all2951,Q8YSX8,WP_010997102,0.0,5.0,0.0,5.0,89.16175,All2951 protein,0.0,0.0,0.0,0.165596803,0.0001001189860943168
all2069,478,all2069,Q8YVB2,WP_010996227,,,,,,All2069 protein,,,,0.1446462395,0.00030260719560669456
alr3959,781,alr3959,Q8YQ76,WP_010998100,,,,,,Alr3959 protein,,,,0.16957586449999998,0.00021712658706786168
alr4921,448,alr4921,Q8YML2,WP_010999047,,,,,,mRNA interferase (EC 3.1.-.-),,,,0.259075022,0.0005782924598214285
all4791,1042,all4791,Q8YMY3,WP_010998921,,,,,,Elongation factor Ts (EF-Ts),,,,0.15612948525,0.00014983635820537428
all5110,2488,all5110,Q8YM31,WP_010999236,,,,,,All5110 protein,,,,0.20572290649999997,8.268605566720256e-05
alr0964,445,alr0964,Q8YY87,WP_010995138,,,,,,Alr0964 protein,,,,0.141522099,0.00031802718876404495
asr1405,340,asr1405,Q8YX13,WP_010995577,,,,,,Asr1405 protein,,,,0.24362845849999998,0.0007165542897058823
all4142,670,all4142,Q8YPQ0,WP_010998281,,,,,,All4142 protein,,,,0.17979143774999998,0.0002683454294776119
alr2558,562,alr2558,Q8YU03,WP_010996714,,,,,,Alr2558 protein,,,,0.111332816,0.00019810109608540925
asr2939,307,asr2939,Q8YSZ0,WP_010997090,,,,,,Asr2939 protein,,,,0.13480737774999998,0.0004391119796416938
all1140,1042,all1140,Q8YXS1,WP_010995313,,,,,,All1140 protein,,,,0.11227848224999999,0.00010775286204414587
alr2543,784,alr2543,Q8YU18,WP_010996699,,,,,,Alr2543 protein,,,,0.129131297,0.00016470828698979592
alr5055,715,alr5055,Q8YM81,WP_010999181,,,,,,Alr5055 protein,,,,0.2193455595,0.0003067770062937063
alr3996,646,alr3996,Q8YQ40,WP_010998136,,,,,,Alr3996 protein,,,,0.10771233699999999,0.00016673736377708978
alr5223,1450,alr5223,Q8YLS3,WP_010999347,,,,,,Glycosyltransferase,,,,0.21986977474999997,0.0001516343274137931
all5089,1537,all5089,Q8YM51,WP_010999215,0.0,5.0,0.0,5.0,88.95750000000001,Phosphoglucomutase/phosphomannomutase,0.0,0.0,0.0,0.22916014199999998,0.00014909573324658424
alr3588,2827,alr3588,Q8YR62,WP_010997737,,,,,,Alr3588 protein,,,,0.16422381975,5.809119906261054e-05
asl0662,280,asl0662,Q8YZ25,WP_010994838,,,,,,Asl0662 protein,,,,0.15237173725000003,0.0005441847758928572
alr5320,679,alr5320,Q8YLH8,WP_010999444,,,,,,Alr5320 protein,,,,0.23506127275000002,0.0003461874414580265
alr5329,736,alr5329,Q8YLG9,WP_010999453,,,,,,Alr5329 protein,,,,0.24448677575,0.00033218311922554345
alr1803,943,alr1803,Q8YW13,WP_010995971,0.0,5.0,0.0,5.0,90.268,Gamma-tocopherol methyltransferase,0.0,0.0,0.0,0.12210359625,0.00012948419538706256
alr1401,682,alr1401,Q8YX17,WP_010995573,,,,,,Alr1401 protein,,,,0.14551268325,0.00021336170564516127
alr2982,1297,alr2982,Q8YSU9,WP_010997133,0.0,5.0,0.0,5.0,87.54849999999999,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS),0.0,0.0,0.0,0.164352073,0.00012671709560524287
alr4611,895,alr4611,Q8YNF5,WP_010998742,,,,,,Alr4611 protein,,,,0.220983284,0.00024690869720670394
alr3060,1510,alr3060,Q8YSM4,WP_010997211,,,,,,Alr3060 protein,,,,0.17246118924999998,0.00011421270811258277
alr4908,706,alr4908,Q8YMM5,WP_010999034,0.0,5.0,0.0,5.0,89.74375,LexA repressor (EC 3.4.21.88),0.0,0.0,0.0,0.19519924175000003,0.00027648617811614737
asr2389,283,asr2389,Q8YUF8,WP_010996545,,,,,,Asr2389 protein,,,,0.1480842775,0.0005232659982332156
all1762,997,all1762,Q8YW54,WP_010995930,0.0,5.0,0.0,5.0,87.6855,All1762 protein,0.0,0.0,0.0,0.14793024724999998,0.00014837537337011032
asl3851,349,asl3851,Q8YQH7,WP_010997992,,,,,,Asl3851 protein,,,,0.14876844975,0.00042627062965616046
all4162,739,all4162,Q8YPN1,WP_010998301,2.0,7.0,2.0,5.0,95.73525,All4162 protein,0.0,0.0,0.0,0.146955272,0.0001988569309878214
all2870,2026,all2870,Q8YT56,WP_010997021,,,,,,All2870 protein,,,,0.1725845585,8.518487586377099e-05
alr4610,595,alr4610,Q8YNF6,WP_010998741,,,,,,Alr4610 protein,,,,0.17402314325,0.00029247587100840336
alr3296,1138,alr3296,Q8YRZ6,WP_010997447,,,,,,L-threonine aldolase (EC 4.1.2.48),,,,0.17032268125000002,0.0001496684369507909
alr2404,1042,alr2404,Q8YUE6,WP_010996560,,,,,,2-oxoadipate dioxygenase/decarboxylase (EC 1.13.11.93) (2-hydroxyglutarate synthase),,,,0.16936599725,0.0001625393447696737
alr4486,841,alr4486,Q8YNS5,WP_010998619,,,,,,ABC transporter ATP binding subunit,,,,0.188801242,0.00022449612604042807
