qseqid,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,anabaena_sp_pcc7120_pident,anabaena_sp_pcc7120_acc,nostoc_punctiforme_pcc73102_pident,nostoc_punctiforme_pcc73102_acc,anabaena_variabilis_atcc29413_pident,anabaena_variabilis_atcc29413_acc,nostoc_azollae_0708_pident,nostoc_azollae_0708_acc,nostoc_sp_pcc7524_pident,nostoc_sp_pcc7524_acc,crocosphaera_subtropica_atcc51142_pident,crocosphaera_subtropica_atcc51142_acc,cyanothece_sp_atcc51142_pident,cyanothece_sp_atcc51142_acc,crocosphaera_watsonii_wh8501_pident,crocosphaera_watsonii_wh8501_acc,gloeothece_sp_6803_pident,gloeothece_sp_6803_acc,cyanosphaera_ocelotica_wh8902_pident,cyanosphaera_ocelotica_wh8902_acc,arthrospira_platensis_nies39_pident,arthrospira_platensis_nies39_acc,arthrospira_maxima_cs-328_pident,arthrospira_maxima_cs-328_acc,lyngbya_aestuarii_bl0902_pident,lyngbya_aestuarii_bl0902_acc,limnothrix_planctonica_pcm8136_pident,limnothrix_planctonica_pcm8136_acc,trichodesmium_erythraeum_ims101_pident,trichodesmium_erythraeum_ims101_acc,synechocystis_sp_pcc6803_pident,synechocystis_sp_pcc6803_acc,synechococcus_elongatus_pcc7942_pident,synechococcus_elongatus_pcc7942_acc,prochlorococcus_marinus_mediterranei_pident,prochlorococcus_marinus_mediterranei_acc,cyanidioschyzon_merolae_10d_pident,cyanidioschyzon_merolae_10d_acc,gloeobacter_violaceus_pcc7421_pident,gloeobacter_violaceus_pcc7421_acc,avg_group_pident
anabaena_sp_pcc7120_WP_010995042.1,6,22,12,10,100.0,anabaena_sp_pcc7120_WP_010995042.1,96.078,nostoc_punctiforme_pcc73102_WP_012410633.1,100.0,anabaena_variabilis_atcc29413_tr|Q3M4L6|Q3M4L6_TRIV2,99.02,nostoc_azollae_0708_tr|D7DVV4|D7DVV4_NOSA0,100.0,nostoc_sp_pcc7524_tr|K9QYS8|K9QYS8_NOSS7,94.059,crocosphaera_subtropica_atcc51142_tr|B1WSQ2|B1WSQ2_CROS5,94.059,cyanothece_sp_atcc51142_tr|B1WSQ2|B1WSQ2_CROS5,95.05,crocosphaera_watsonii_wh8501_tr|Q4C8Y8|Q4C8Y8_CROWT,93.069,gloeothece_sp_6803_tr|B7K7P9|B7K7P9_GLOC7,93.069,cyanosphaera_ocelotica_wh8902_tr|B7K7P9|B7K7P9_GLOC7,0,,90.099,arthrospira_maxima_cs-328_tr|B5W1L0|B5W1L0_LIMMA,95.098,lyngbya_aestuarii_bl0902_tr|K8GI27|K8GI27_9CYAN,0,,0,,0,,92.157,synechococcus_elongatus_pcc7942_sp|P72761|CCMK2_SYNY3,0.0,,0,,0,,98.7745
anabaena_sp_pcc7120_WP_010995043.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995043.1,86.57,nostoc_punctiforme_pcc73102_WP_012410632.1,98.544,anabaena_variabilis_atcc29413_tr|Q3M4L5|Q3M4L5_TRIV2,85.113,nostoc_azollae_0708_tr|D7DVV5|D7DVV5_NOSA0,90.453,nostoc_sp_pcc7524_tr|K9R048|K9R048_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.16999999999999
anabaena_sp_pcc7120_WP_010995044.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995044.1,84.444,nostoc_punctiforme_pcc73102_WP_012410631.1,97.0,anabaena_variabilis_atcc29413_tr|Q3M4L4|Q3M4L4_TRIV2,81.667,nostoc_azollae_0708_tr|D7DVV6|D7DVV6_NOSA0,87.4,nostoc_sp_pcc7524_tr|K9R116|K9R116_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.62774999999999
anabaena_sp_pcc7120_WP_010995048.1,1,15,2,13,100.0,anabaena_sp_pcc7120_WP_010995048.1,91.349,nostoc_punctiforme_pcc73102_WP_012407784.1,99.663,anabaena_variabilis_atcc29413_tr|Q3M4L0|Q3M4L0_TRIV2,93.493,nostoc_azollae_0708_tr|D7E490|D7E490_NOSA0,83.972,nostoc_sp_pcc7524_tr|K9R2G4|K9R2G4_NOSS7,80.351,crocosphaera_subtropica_atcc51142_sp|O07641|NIFH_CROS5,80.351,cyanothece_sp_atcc51142_sp|O07641|NIFH_CROS5,0.0,,0.0,,0.0,,0,,0.0,,82.594,lyngbya_aestuarii_bl0902_tr|K8GDU1|K8GDU1_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,92.11925
anabaena_sp_pcc7120_WP_010995054.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995054.1,83.452,nostoc_punctiforme_pcc73102_WP_012409390.1,95.869,anabaena_variabilis_atcc29413_tr|Q3M4K4|Q3M4K4_TRIV2,81.571,nostoc_azollae_0708_tr|D7E0B0|D7E0B0_NOSA0,88.539,nostoc_sp_pcc7524_tr|K9QLL1|K9QLL1_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.35775
anabaena_sp_pcc7120_WP_010995056.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995056.1,83.274,nostoc_punctiforme_pcc73102_WP_012407090.1,96.82,anabaena_variabilis_atcc29413_tr|Q3M4K2|Q3M4K2_TRIV2,80.919,nostoc_azollae_0708_tr|D7E0B1|D7E0B1_NOSA0,92.226,nostoc_sp_pcc7524_tr|K9QMH1|K9QMH1_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,88.30975
anabaena_sp_pcc7120_WP_010995059.1,3,10,5,5,100.0,anabaena_sp_pcc7120_WP_010995059.1,97.778,nostoc_punctiforme_pcc73102_WP_006195022.1,100.0,anabaena_variabilis_atcc29413_sp|Q3M4K0|PSBK_TRIV2,95.556,nostoc_azollae_0708_tr|D7E0B4|D7E0B4_NOSA0,97.778,nostoc_sp_pcc7524_tr|K9QN94|K9QN94_NOSS7,88.889,crocosphaera_subtropica_atcc51142_sp|B1WUL2|PSBK_CROS5,88.889,cyanothece_sp_atcc51142_sp|B1WUL2|PSBK_CROS5,88.889,crocosphaera_watsonii_wh8501_tr|Q4C8S1|Q4C8S1_CROWT,88.889,gloeothece_sp_6803_sp|B7K989|PSBK_GLOC7,88.889,cyanosphaera_ocelotica_wh8902_sp|B7K989|PSBK_GLOC7,0,,88.889,arthrospira_maxima_cs-328_tr|B5W945|B5W945_LIMMA,97.778,lyngbya_aestuarii_bl0902_tr|K8GCD1|K8GCD1_9CYAN,0,,0,,0,,84.444,synechococcus_elongatus_pcc7942_sp|P15819|PSBK_SYNY3,0.0,,0,,0,,97.778
anabaena_sp_pcc7120_WP_010995062.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995062.1,91.775,nostoc_punctiforme_pcc73102_WP_012407870.1,99.153,anabaena_variabilis_atcc29413_sp|Q3M4J7|RPIA_TRIV2,88.136,nostoc_azollae_0708_tr|D7DWQ4|D7DWQ4_NOSA0,94.915,nostoc_sp_pcc7524_tr|K9QVT3|K9QVT3_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,93.49475
anabaena_sp_pcc7120_WP_010995072.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995072.1,92.92,nostoc_punctiforme_pcc73102_WP_012412458.1,95.536,anabaena_variabilis_atcc29413_tr|Q3M4I7|Q3M4I7_TRIV2,80.531,nostoc_azollae_0708_tr|D7DY73|D7DY73_NOSA0,87.611,nostoc_sp_pcc7524_tr|K9QUN5|K9QUN5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.1495
anabaena_sp_pcc7120_WP_010995078.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995078.1,90.402,nostoc_punctiforme_pcc73102_WP_012411540.1,99.33,anabaena_variabilis_atcc29413_tr|Q3M4H9|Q3M4H9_TRIV2,80.624,nostoc_azollae_0708_tr|D7E439|D7E439_NOSA0,92.394,nostoc_sp_pcc7524_tr|K9QYQ7|K9QYQ7_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.6875
anabaena_sp_pcc7120_WP_010995102.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995102.1,90.341,nostoc_punctiforme_pcc73102_WP_012412196.1,99.432,anabaena_variabilis_atcc29413_tr|Q3MFV5|Q3MFV5_TRIV2,81.818,nostoc_azollae_0708_tr|D7DZ61|D7DZ61_NOSA0,93.182,nostoc_sp_pcc7524_tr|K9QVK2|K9QVK2_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,91.19325
anabaena_sp_pcc7120_WP_010995103.1,1,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995103.1,94.215,nostoc_punctiforme_pcc73102_WP_012412195.1,100.0,anabaena_variabilis_atcc29413_tr|Q3MFV4|Q3MFV4_TRIV2,93.388,nostoc_azollae_0708_tr|D7DZ62|D7DZ62_NOSA0,97.521,nostoc_sp_pcc7524_tr|K9QWI0|K9QWI0_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,85.95,lyngbya_aestuarii_bl0902_tr|K8GIJ0|K8GIJ0_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,96.281
anabaena_sp_pcc7120_WP_010995110.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995110.1,85.836,nostoc_punctiforme_pcc73102_WP_012412189.1,98.575,anabaena_variabilis_atcc29413_sp|Q3MFU9|CCSA_TRIV2,84.615,nostoc_azollae_0708_tr|D7DVJ0|D7DVJ0_NOSA0,89.518,nostoc_sp_pcc7524_tr|K9QV02|K9QV02_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.636
anabaena_sp_pcc7120_WP_010995113.1,1,6,1,5,100.0,anabaena_sp_pcc7120_WP_010995113.1,93.274,nostoc_punctiforme_pcc73102_WP_012412185.1,99.553,anabaena_variabilis_atcc29413_tr|Q3MFU6|Q3MFU6_TRIV2,91.275,nostoc_azollae_0708_tr|D7DVJ3|D7DVJ3_NOSA0,96.854,nostoc_sp_pcc7524_tr|K9QVL2|K9QVL2_NOSS7,0.0,,0.0,,80.405,crocosphaera_watsonii_wh8501_tr|Q4C1J4|Q4C1J4_CROWT,0.0,,0.0,,0,,82.366,arthrospira_maxima_cs-328_tr|B5VVP9|B5VVP9_LIMMA,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,95.23899999999999
anabaena_sp_pcc7120_WP_010995114.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995114.1,84.536,nostoc_punctiforme_pcc73102_WP_012412184.1,100.0,anabaena_variabilis_atcc29413_tr|Q3MFU5|Q3MFU5_TRIV2,82.979,nostoc_azollae_0708_tr|D7DVD1|D7DVD1_NOSA0,86.598,nostoc_sp_pcc7524_tr|K9QV07|K9QV07_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,88.52825
anabaena_sp_pcc7120_WP_010995115.1,2,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995115.1,89.744,nostoc_punctiforme_pcc73102_WP_012412183.1,100.0,anabaena_variabilis_atcc29413_sp|Q3MFU4|PSBX_TRIV2,92.308,nostoc_azollae_0708_tr|D7DVD3|D7DVD3_NOSA0,94.872,nostoc_sp_pcc7524_tr|K9QWB1|K9QWB1_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,82.051,lyngbya_aestuarii_bl0902_tr|K8GJG5|K8GJG5_9CYAN,0,,0,,0,,82.051,synechococcus_elongatus_pcc7942_sp|P72575|PSBX_SYNY3,0.0,,0,,0,,94.23100000000001
anabaena_sp_pcc7120_WP_010995119.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995119.1,89.362,nostoc_punctiforme_pcc73102_WP_193372286.1,97.264,anabaena_variabilis_atcc29413_tr|Q3MFT9|Q3MFT9_TRIV2,84.848,nostoc_azollae_0708_tr|D7DVD7|D7DVD7_NOSA0,88.754,nostoc_sp_pcc7524_tr|K9QV14|K9QV14_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.057
anabaena_sp_pcc7120_WP_010995120.1,1,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995120.1,98.438,nostoc_punctiforme_pcc73102_WP_012412178.1,99.306,anabaena_variabilis_atcc29413_tr|Q3MFT8|Q3MFT8_TRIV2,96.212,nostoc_azollae_0708_tr|D7DVE0|D7DVE0_NOSA0,96.212,nostoc_sp_pcc7524_tr|K9QWB5|K9QWB5_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,80.0,lyngbya_aestuarii_bl0902_tr|K8GKF0|K8GKF0_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,97.542
anabaena_sp_pcc7120_WP_010995122.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995122.1,84.277,nostoc_punctiforme_pcc73102_WP_012411779.1,97.484,anabaena_variabilis_atcc29413_sp|Q3MFT6|COXX_TRIV2,84.227,nostoc_azollae_0708_tr|D7E3J3|D7E3J3_NOSA0,88.462,nostoc_sp_pcc7524_tr|K9QVL9|K9QVL9_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,88.6125
anabaena_sp_pcc7120_WP_010995125.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995125.1,95.13,nostoc_punctiforme_pcc73102_WP_041565679.1,99.13,anabaena_variabilis_atcc29413_tr|Q3MFT3|Q3MFT3_TRIV2,86.087,nostoc_azollae_0708_tr|D7E3J6|D7E3J6_NOSA0,90.783,nostoc_sp_pcc7524_tr|K9QWC1|K9QWC1_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,92.7825
anabaena_sp_pcc7120_WP_010995126.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995126.1,90.865,nostoc_punctiforme_pcc73102_WP_012411784.1,98.551,anabaena_variabilis_atcc29413_tr|Q3MFT2|Q3MFT2_TRIV2,88.406,nostoc_azollae_0708_tr|D7E3J7|D7E3J7_NOSA0,92.271,nostoc_sp_pcc7524_tr|K9QXE4|K9QXE4_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,92.52325
anabaena_sp_pcc7120_WP_010995131.1,0,7,2,5,100.0,anabaena_sp_pcc7120_WP_010995131.1,83.673,nostoc_punctiforme_pcc73102_WP_012411314.1,99.329,anabaena_variabilis_atcc29413_tr|Q3MFS6|Q3MFS6_TRIV2,82.517,nostoc_azollae_0708_tr|D7DZE5|D7DZE5_NOSA0,93.151,nostoc_sp_pcc7524_tr|K9QVW2|K9QVW2_NOSS7,0.0,,0.0,,0.0,,80.851,gloeothece_sp_6803_tr|B7KDA7|B7KDA7_GLOC7,80.851,cyanosphaera_ocelotica_wh8902_tr|B7KDA7|B7KDA7_GLOC7,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.6675
anabaena_sp_pcc7120_WP_010995156.1,2,10,5,5,100.0,anabaena_sp_pcc7120_WP_010995156.1,97.149,nostoc_punctiforme_pcc73102_WP_012410061.1,99.336,anabaena_variabilis_atcc29413_sp|Q3MGA3|THIC_TRIV2,96.93,nostoc_azollae_0708_tr|D7E5D1|D7E5D1_NOSA0,96.491,nostoc_sp_pcc7524_tr|K9R1G3|K9R1G3_NOSS7,92.375,crocosphaera_subtropica_atcc51142_sp|B1WW40|THIC_CROS5,92.375,cyanothece_sp_atcc51142_sp|B1WW40|THIC_CROS5,90.929,crocosphaera_watsonii_wh8501_tr|Q4C8Y9|Q4C8Y9_CROWT,90.549,gloeothece_sp_6803_sp|B7KDN8|THIC_GLOC7,90.549,cyanosphaera_ocelotica_wh8902_sp|B7KDN8|THIC_GLOC7,0,,0.0,,94.69,lyngbya_aestuarii_bl0902_tr|K8GKU0|K8GKU0_9CYAN,0,,0,,0,,91.372,synechococcus_elongatus_pcc7942_sp|Q55894|THIC_SYNY3,0.0,,0,,0,,97.4765
anabaena_sp_pcc7120_WP_010995159.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995159.1,88.778,nostoc_punctiforme_pcc73102_WP_012409705.1,99.002,anabaena_variabilis_atcc29413_sp|Q3M8X6|ISPH_TRIV2,85.176,nostoc_azollae_0708_tr|D7E3C9|D7E3C9_NOSA0,91.022,nostoc_sp_pcc7524_tr|K9QPA9|K9QPA9_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.9945
anabaena_sp_pcc7120_WP_010995163.1,1,7,2,5,100.0,anabaena_sp_pcc7120_WP_010995163.1,88.824,nostoc_punctiforme_pcc73102_WP_012411544.1,97.143,anabaena_variabilis_atcc29413_tr|Q3M8X2|Q3M8X2_TRIV2,83.529,nostoc_azollae_0708_tr|D7E3N3|D7E3N3_NOSA0,85.882,nostoc_sp_pcc7524_tr|K9QPI5|K9QPI5_NOSS7,0.0,,0.0,,0.0,,84.431,gloeothece_sp_6803_tr|B7K9U9|B7K9U9_GLOC7,84.431,cyanosphaera_ocelotica_wh8902_tr|B7K9U9|B7K9U9_GLOC7,0,,0.0,,0.0,,0,,0,,0,,80.0,synechococcus_elongatus_pcc7942_sp|Q55498|PURE_SYNY3,0.0,,0,,0,,88.8445
anabaena_sp_pcc7120_WP_010995193.1,1,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995193.1,89.818,nostoc_punctiforme_pcc73102_WP_012411295.1,100.0,anabaena_variabilis_atcc29413_tr|Q3M6V4|Q3M6V4_TRIV2,83.636,nostoc_azollae_0708_tr|D7DZG3|D7DZG3_NOSA0,93.455,nostoc_sp_pcc7524_tr|K9QXH8|K9QXH8_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,85.091,lyngbya_aestuarii_bl0902_tr|K8GLC8|K8GLC8_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,91.72724999999998
anabaena_sp_pcc7120_WP_010995197.1,1,7,2,5,100.0,anabaena_sp_pcc7120_WP_010995197.1,90.588,nostoc_punctiforme_pcc73102_WP_012411299.1,98.824,anabaena_variabilis_atcc29413_tr|Q3M6V0|Q3M6V0_TRIV2,90.588,nostoc_azollae_0708_tr|D7DZG0|D7DZG0_NOSA0,95.294,nostoc_sp_pcc7524_tr|K9QW88|K9QW88_NOSS7,0.0,,0.0,,0.0,,81.065,gloeothece_sp_6803_tr|B7KIS5|B7KIS5_GLOC7,81.065,cyanosphaera_ocelotica_wh8902_tr|B7KIS5|B7KIS5_GLOC7,0,,0.0,,83.529,lyngbya_aestuarii_bl0902_tr|K8GLD2|K8GLD2_9CYAN,0,,0,,0,,0.0,,0.0,,0,,0,,93.8235
anabaena_sp_pcc7120_WP_010995201.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995201.1,86.574,nostoc_punctiforme_pcc73102_WP_012411303.1,98.148,anabaena_variabilis_atcc29413_tr|Q3M6U5|Q3M6U5_TRIV2,82.176,nostoc_azollae_0708_tr|D7DZF4|D7DZF4_NOSA0,90.972,nostoc_sp_pcc7524_tr|K9QXB7|K9QXB7_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.46749999999999
anabaena_sp_pcc7120_WP_010995209.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995209.1,88.811,nostoc_punctiforme_pcc73102_WP_012410401.1,100.0,anabaena_variabilis_atcc29413_tr|Q3M6T8|Q3M6T8_TRIV2,85.0,nostoc_azollae_0708_tr|D7DWC1|D7DWC1_NOSA0,91.034,nostoc_sp_pcc7524_tr|K9QVJ3|K9QVJ3_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,91.21125
anabaena_sp_pcc7120_WP_010995215.1,3,10,5,5,100.0,anabaena_sp_pcc7120_WP_010995215.1,91.014,nostoc_punctiforme_pcc73102_WP_012410269.1,98.261,anabaena_variabilis_atcc29413_sp|Q3M6T3|FBSB_TRIV2,83.478,nostoc_azollae_0708_tr|D7E0H6|D7E0H6_NOSA0,93.333,nostoc_sp_pcc7524_tr|K9QY64|K9QY64_NOSS7,85.465,crocosphaera_subtropica_atcc51142_sp|B1WQ07|FBSB_CROS5,85.465,cyanothece_sp_atcc51142_sp|B1WQ07|FBSB_CROS5,85.465,crocosphaera_watsonii_wh8501_tr|Q4C456|Q4C456_CROWT,84.058,gloeothece_sp_6803_tr|B7KI43|B7KI43_GLOC7,84.058,cyanosphaera_ocelotica_wh8902_tr|B7KI43|B7KI43_GLOC7,0,,81.739,arthrospira_maxima_cs-328_tr|B5VUM8|B5VUM8_LIMMA,86.377,lyngbya_aestuarii_bl0902_tr|K8GH06|K8GH06_9CYAN,0,,0,,0,,84.928,synechococcus_elongatus_pcc7942_sp|P73922|FBSB_SYNY3,0.0,,0,,0,,91.5215
anabaena_sp_pcc7120_WP_010995216.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995216.1,87.383,nostoc_punctiforme_pcc73102_WP_012410270.1,99.766,anabaena_variabilis_atcc29413_sp|Q3M6T2|HEM1_TRIV2,86.449,nostoc_azollae_0708_tr|D7E0H5|D7E0H5_NOSA0,94.393,nostoc_sp_pcc7524_tr|K9QWN7|K9QWN7_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,91.99775
anabaena_sp_pcc7120_WP_010995220.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995220.1,90.385,nostoc_punctiforme_pcc73102_WP_012410273.1,98.462,anabaena_variabilis_atcc29413_tr|Q3M6S7|Q3M6S7_TRIV2,85.057,nostoc_azollae_0708_tr|D7E0H4|D7E0H4_NOSA0,92.664,nostoc_sp_pcc7524_tr|K9QZ10|K9QZ10_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,91.642
anabaena_sp_pcc7120_WP_010995221.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995221.1,84.881,nostoc_punctiforme_pcc73102_WP_012410274.1,97.878,anabaena_variabilis_atcc29413_tr|Q3M6S6|Q3M6S6_TRIV2,80.637,nostoc_azollae_0708_tr|D7E0H3|D7E0H3_NOSA0,87.268,nostoc_sp_pcc7524_tr|K9QX68|K9QX68_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,87.666
anabaena_sp_pcc7120_WP_010995224.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995224.1,87.5,nostoc_punctiforme_pcc73102_WP_012410277.1,98.485,anabaena_variabilis_atcc29413_sp|Q3M6S3|G6PI_TRIV2,83.902,nostoc_azollae_0708_tr|D7E0H1|D7E0H1_NOSA0,92.22,nostoc_sp_pcc7524_tr|K9QY00|K9QY00_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.52674999999999
anabaena_sp_pcc7120_WP_010995227.1,1,7,2,5,100.0,anabaena_sp_pcc7120_WP_010995227.1,84.979,nostoc_punctiforme_pcc73102_WP_012408045.1,98.56,anabaena_variabilis_atcc29413_sp|Q3M6N4|GATA_TRIV2,84.568,nostoc_azollae_0708_tr|D7DWS7|D7DWS7_NOSA0,92.371,nostoc_sp_pcc7524_tr|K9QU92|K9QU92_NOSS7,0.0,,0.0,,0.0,,80.0,gloeothece_sp_6803_sp|B7KLL5|GATA_GLOC7,80.0,cyanosphaera_ocelotica_wh8902_sp|B7KLL5|GATA_GLOC7,0,,80.0,arthrospira_maxima_cs-328_tr|B5W0F7|B5W0F7_LIMMA,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.11949999999999
anabaena_sp_pcc7120_WP_010995247.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995247.1,84.917,nostoc_punctiforme_pcc73102_WP_012408194.1,96.667,anabaena_variabilis_atcc29413_tr|Q3M6K7|Q3M6K7_TRIV2,81.771,nostoc_azollae_0708_tr|D7DZY5|D7DZY5_NOSA0,92.018,nostoc_sp_pcc7524_tr|K9QX87|K9QX87_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,88.84325000000001
anabaena_sp_pcc7120_WP_010995249.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995249.1,88.776,nostoc_punctiforme_pcc73102_WP_012408196.1,99.32,anabaena_variabilis_atcc29413_tr|Q3M6K9|Q3M6K9_TRIV2,82.653,nostoc_azollae_0708_tr|D7DY57|D7DY57_NOSA0,93.537,nostoc_sp_pcc7524_tr|K9QKI3|K9QKI3_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,91.07150000000001
anabaena_sp_pcc7120_WP_010995252.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995252.1,80.667,nostoc_punctiforme_pcc73102_WP_012407615.1,99.336,anabaena_variabilis_atcc29413_tr|Q3M6P9|Q3M6P9_TRIV2,81.145,nostoc_azollae_0708_tr|D7E176|D7E176_NOSA0,86.047,nostoc_sp_pcc7524_tr|K9QVJ7|K9QVJ7_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,86.79874999999998
anabaena_sp_pcc7120_WP_010995254.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995254.1,89.623,nostoc_punctiforme_pcc73102_WP_012411258.1,98.829,anabaena_variabilis_atcc29413_tr|Q3M6Q1|Q3M6Q1_TRIV2,81.265,nostoc_azollae_0708_tr|D7E1B6|D7E1B6_NOSA0,90.632,nostoc_sp_pcc7524_tr|K9QR14|K9QR14_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,90.08725
anabaena_sp_pcc7120_WP_010995259.1,0,5,0,5,100.0,anabaena_sp_pcc7120_WP_010995259.1,86.275,nostoc_punctiforme_pcc73102_WP_012410095.1,99.216,anabaena_variabilis_atcc29413_tr|Q3M6Q7|Q3M6Q7_TRIV2,82.213,nostoc_azollae_0708_tr|D7DYI1|D7DYI1_NOSA0,90.98,nostoc_sp_pcc7524_tr|K9QQ06|K9QQ06_NOSS7,0.0,,0.0,,0.0,,0.0,,0.0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0.0,,0,,0,,89.67099999999999
